Total Line Failures,Maximum failed line capacity,Load shed from previous step,Difference in Load Shed,Load,Free Space 1,Free Space 2,Steady State,Capacity of Failed Ones,Capacity of Failed Ones 2,Failed Line Index,Capacity of Failed One,Time of Failure Event,Accumulation of Failed Capacities,Free Space 3,Demand-Loadshed Difference,Free Space 4,Generation
18,1038,-1,-1,6630.3,0,0,2,0,0,0,0,6624,6624,0,6.29999999999927,0,0
19,0,-1,-1,6630.3,0,0,3,50,1038,41,50,6624,6624,0,6.29999999999927,0,0
20,0,-1,-1,6630.3,0,0,-1,50,1038,40,100,6624,6624,0,6.29999999999927,0,0
18,980.394861224498,-1,-1,6630.3,0,0,2,0,0,0,0,6536,6536,0,94.2999999999993,0,0
19,0,-1,-1,6630.3,0,0,3,50,980.394861224498,41,50,6536,6536,0,94.2999999999993,0,0
20,0,-1,-1,6630.3,0,0,4,50,980.394861224498,39,50,6536,6536,0,94.2999999999993,0,0
21,0,-1,-1,6630.3,0,0,5,50,980.394861224498,33,50,6536,6536,0,94.2999999999993,0,0
22,0,-1,-1,6630.3,0,0,-1,50,980.394861224498,34,50,6536,6536,0,94.2999999999993,0,0
18,961.18498999877,-1,-1,6630.3,0,0,2,0,0,0,0,6630,6630,0,0.299999999999272,0,0
19,0,-1,-1,6630.3,0,0,3,50,961.18498999877,34,50,6630,6630,0,0.299999999999272,0,0
20,0,-1,-1,6630.3,0,0,-1,50,961.18498999877,20,50,6630,6630,0,0.299999999999272,0,0
18,1794.7311021092,-1,-1,6630.3,0,0,2,0,0,0,0,5378,5378,0,1252.3,0,0
19,0,-1,-1,6630.3,0,0,3,50,1794.7311021092,14,50,6630,6630,0,0.299999999999272,0,0
20,0,-1,-1,6630.3,0,0,-1,50,1794.7311021092,39,50,6630,6630,0,0.299999999999272,0,0
18,1038,-1,-1,6630.3,0,0,2,0,0,0,0,6212,6212,0,418.299999999999,0,0
19,0,-1,-1,6630.3,0,0,3,50,1038,34,50,6212,6212,0,418.299999999999,0,0
20,0,-1,-1,6630.3,0,0,4,50,1038,14,50,6212,6212,0,418.299999999999,0,0
