Total Line Failures,Maximum failed line capacity,Load shed from previous step,Difference in Load Shed,Load,Free Space 1,Free Space 2,Steady State,Capacity of Failed Ones,Capacity of Failed Ones 2,Failed Line Index,Capacity of Failed One,Time of Failure Event,Accumulation of Failed Capacities,Free Space 3,Demand-Loadshed Difference,Free Space 4,Generation
6,814.336240884699,-1,-1,6630.3,0,0,2,0,0,0,0,5377,5377,0,1253.3,0,0
7,0,-1,-1,6630.3,0,0,3,50,814.336240884699,34,50,5378,5378,0,1252.3,0,0
8,0,-1,-1,6630.3,0,0,-1,50,814.336240884699,14,50,6630,6630,0,0.299999999999272,0,0
6,804.850243636003,-1,-1,6630.3,0,0,2,0,0,0,0,5381,5381,0,1249.3,0,0
7,0,-1,-1,6630.3,0,0,3,50,804.850243636003,14,50,6318,6318,0,312.299999999999,0,0
8,0,-1,-1,6630.3,0,0,4,50,804.850243636003,37,50,6317,6317,0,313.299999999999,0,0
9,0,-1,-1,6630.3,0,0,5,50,804.850243636003,39,50,6319,6319,0,311.299999999999,0,0
10,0,-1,-1,6630.3,0,0,-1,50,804.850243636003,34,50,6630,6630,0,0.299999999999272,0,0
6,980.394861224498,-1,-1,6630.3,0,0,2,0,0,0,0,5382,5382,0,1248.3,0,0
7,0,-1,-1,6630.3,0,0,3,50,980.394861224498,34,50,5382,5382,0,1248.3,0,0
8,0,-1,-1,6630.3,0,0,4,50,980.394861224498,37,50,5377,5377,0,1253.3,0,0
9,0,-1,-1,6630.3,0,0,5,50,980.394861224498,20,50,5379,5379,0,1251.3,0,0
10,0,-1,-1,6630.3,0,0,6,50,980.394861224498,14,50,5382,5382,0,1248.3,0,0
11,0,-1,-1,6630.3,0,0,7,50,980.394861224498,39,50,6630,6630,0,0.299999999999272,0,0
12,0,-1,-1,6630.3,0,0,-1,50,980.394861224498,41,50,6630,6630,0,0.299999999999272,0,0
6,980.394861224498,-1,-1,6630.3,0,0,2,0,0,0,0,5358,5358,0,1272.3,0,0
7,0,-1,-1,6630.3,0,0,3,50,980.394861224498,34,50,5363,5363,0,1267.3,0,0
8,0,-1,-1,6630.3,0,0,4,50,980.394861224498,14,50,5361,5361,0,1269.3,0,0
9,0,-1,-1,6630.3,0,0,-1,50,980.394861224498,20,50,6536,6536,0,94.2999999999993,0,0
6,800,-1,-1,6630.3,0,0,2,0,0,0,0,5376,5376,0,1254.3,0,0
7,0,-1,-1,6630.3,0,0,3,50,800,14,50,5376,5376,0,1254.3,0,0
8,0,-1,-1,6630.3,0,0,4,50,800,41,50,5379,5379,0,1251.3,0,0
9,0,-1,-1,6630.3,0,0,5,50,800,20,50,5381,5381,0,1249.3,0,0
10,0,-1,-1,6630.3,0,0,-1,50,800,39,50,6630,6630,0,0.299999999999272,0,0
6,980.394861224498,-1,-1,6630.3,0,0,2,0,0,0,0,5377,5377,0,1253.3,0,0
7,0,-1,-1,6630.3,0,0,3,50,980.394861224498,33,50,5377,5377,0,1253.3,0,0
8,0,-1,-1,6630.3,0,0,4,50,980.394861224498,34,50,5377,5377,0,1253.3,0,0
9,0,-1,-1,6630.3,0,0,5,50,980.394861224498,20,50,5379,5379,0,1251.3,0,0
10,0,-1,-1,6630.3,0,0,6,50,980.394861224498,41,50,5380,5380,0,1250.3,0,0
