Total Line Failures,Maximum failed line capacity,Load shed from previous step,Difference in Load Shed,Load,Free Space 1,Free Space 2,Steady State,Capacity of Failed Ones,Capacity of Failed Ones 2,Failed Line Index,Capacity of Failed One,Time of Failure Event,Accumulation of Failed Capacities,Free Space 3,Demand-Loadshed Difference,Free Space 4,Generation
7,980.394861224498,-1,-1,5893.6,0,0,2,0,0,0,0,4657,4657,0,1236.6,0,0
8,0,-1,-1,5893.6,0,0,3,50,980.394861224498,34,50,4657,4657,0,1236.6,0,0
9,0,-1,-1,5893.6,0,0,4,50,980.394861224498,39,50,4657,4657,0,1236.6,0,0
10,0,-1,-1,5893.6,0,0,5,50,980.394861224498,10,100,4678,4678,0,1215.6,0,0
11,0,-1,-1,5893.6,0,0,6,50,980.394861224498,20,50,4695,4695,0,1198.6,0,0
12,0,-1,-1,5893.6,0,0,7,50,980.394861224498,14,50,4721,4721,0,1172.6,0,0
13,0,-1,-1,5893.6,0,0,8,50,980.394861224498,41,50,4754,4754,0,1139.6,0,0
14,0,-1,-1,5893.6,0,0,-1,50,980.394861224498,11,400,5179,5179,0,714.6,0,0
7,800,-1,-1,5893.6,0,0,2,0,0,0,0,4781,4781,0,1112.6,0,0
8,0,-1,-1,5893.6,0,0,3,50,800,33,50,4783,4783,0,1110.6,0,0
9,0,-1,-1,5893.6,0,0,4,50,800,14,50,4783,4783,0,1110.6,0,0
10,0,-1,-1,5893.6,0,0,5,50,800,20,50,5894,5894,0,-0.399999999999636,0,0
11,0,-1,-1,5893.6,0,0,6,50,800,37,50,5894,5894,0,-0.399999999999636,0,0
12,0,-1,-1,5893.6,0,0,-1,50,800,39,50,5894,5894,0,-0.399999999999636,0,0
7,800,-1,-1,5893.6,0,0,2,0,0,0,0,4781,4781,0,1112.6,0,0
8,0,-1,-1,5893.6,0,0,3,50,800,20,50,4783,4783,0,1110.6,0,0
9,0,-1,-1,5893.6,0,0,4,50,800,34,50,5894,5894,0,-0.399999999999636,0,0
10,0,-1,-1,5893.6,0,0,5,50,800,37,50,5894,5894,0,-0.399999999999636,0,0
11,0,-1,-1,5893.6,0,0,-1,50,800,39,50,5894,5894,0,-0.399999999999636,0,0
7,1038,-1,-1,5893.6,0,0,2,0,0,0,0,4781,4781,0,1112.6,0,0
8,0,-1,-1,5893.6,0,0,3,50,1038,37,50,4784,4784,0,1109.6,0,0
9,0,-1,-1,5893.6,0,0,-1,50,1038,34,50,5894,5894,0,-0.399999999999636,0,0
7,814.336240884699,-1,-1,5893.6,0,0,2,0,0,0,0,4783,4783,0,1110.6,0,0
8,0,-1,-1,5893.6,0,0,3,50,814.336240884699,14,50,4777,4777,0,1116.6,0,0
