Total Line Failures,Maximum failed line capacity,Load shed from previous step,Difference in Load Shed,Load,Free Space 1,Free Space 2,Steady State,Capacity of Failed Ones,Capacity of Failed Ones 2,Failed Line Index,Capacity of Failed One,Time of Failure Event,Accumulation of Failed Capacities,Free Space 3,Demand-Loadshed Difference,Free Space 4,Generation
10,804.850243636003,-1,-1,5893.6,0,0,2,0,0,0,0,4836,4836,0,1057.6,0,0
11,0,-1,-1,5893.6,0,0,3,50,804.850243636003,33,50,4848,4848,0,1045.6,0,0
12,0,-1,-1,5893.6,0,0,4,50,804.850243636003,37,50,5391,5391,0,502.6,0,0
13,0,-1,-1,5893.6,0,0,5,50,804.850243636003,14,50,5390,5390,0,503.6,0,0
14,0,-1,-1,5893.6,0,0,-1,50,804.850243636003,20,50,5894,5894,0,-0.399999999999636,0,0
10,980.394861224498,-1,-1,5893.6,0,0,2,0,0,0,0,4779,4779,0,1114.6,0,0
11,0,-1,-1,5893.6,0,0,3,50,980.394861224498,34,50,4779,4779,0,1114.6,0,0
12,0,-1,-1,5893.6,0,0,4,50,980.394861224498,41,50,4781,4781,0,1112.6,0,0
13,0,-1,-1,5893.6,0,0,5,50,980.394861224498,14,50,4784,4784,0,1109.6,0,0
14,0,-1,-1,5893.6,0,0,-1,50,980.394861224498,20,50,5894,5894,0,-0.399999999999636,0,0
10,961.18498999877,-1,-1,5893.6,0,0,2,0,0,0,0,4673,4673,0,1220.6,0,0
11,0,-1,-1,5893.6,0,0,3,50,961.18498999877,41,50,4740,4740,0,1153.6,0,0
12,0,-1,-1,5893.6,0,0,4,50,961.18498999877,39,50,4767,4767,0,1126.6,0,0
13,0,-1,-1,5893.6,0,0,5,50,961.18498999877,37,50,4766,4766,0,1127.6,0,0
14,0,-1,-1,5893.6,0,0,-1,50,961.18498999877,20,50,5813,5813,0,80.6000000000004,0,0
10,814.336240884699,-1,-1,5893.6,0,0,2,0,0,0,0,5492,5492,0,401.6,0,0
11,0,-1,-1,5893.6,0,0,3,50,814.336240884699,34,50,5492,5492,0,401.6,0,0
12,0,-1,-1,5893.6,0,0,4,50,814.336240884699,41,50,5492,5492,0,401.6,0,0
13,0,-1,-1,5893.6,0,0,5,50,814.336240884699,39,50,5492,5492,0,401.6,0,0
14,0,-1,-1,5893.6,0,0,-1,50,814.336240884699,37,50,5492,5492,0,401.6,0,0
10,1038,-1,-1,5893.6,0,0,2,0,0,0,0,4784,4784,0,1109.6,0,0
11,0,-1,-1,5893.6,0,0,-1,50,1038,14,50,5894,5894,0,-0.399999999999636,0,0
10,980.394861224498,-1,-1,5893.6,0,0,2,0,0,0,0,4783,4783,0,1110.6,0,0
11,0,-1,-1,5893.6,0,0,3,50,980.394861224498,14,50,5894,5894,0,-0.399999999999636,0,0
12,0,-1,-1,5893.6,0,0,4,50,980.394861224498,39,50,5894,5894,0,-0.399999999999636,0,0
13,0,-1,-1,5893.6,0,0,-1,50,980.394861224498,34,50,5894,5894,0,-0.399999999999636,0,0
10,800,-1,-1,5893.6,0,0,2,0,0,0,0,4776,4776,0,1117.6,0,0
11,0,-1,-1,5893.6,0,0,3,50,800,33,50,4782,4782,0,1111.6,0,0
12,0,-1,-1,5893.6,0,0,4,50,800,14,50,4781,4781,0,1112.6,0,0
13,0,-1,-1,5893.6,0,0,5,50,800,34,50,4783,4783,0,1110.6,0,0
