Total Line Failures,Maximum failed line capacity,Load shed from previous step,Difference in Load Shed,Load,Free Space 1,Free Space 2,Steady State,Capacity of Failed Ones,Capacity of Failed Ones 2,Failed Line Index,Capacity of Failed One,Time of Failure Event,Accumulation of Failed Capacities,Free Space 3,Demand-Loadshed Difference,Free Space 4,Generation
22,1038,-1,-1,5893.6,0,0,2,0,0,0,0,5894,5894,0,-0.399999999999636,0,0
23,0,-1,-1,5893.6,0,0,-1,50,1038,37,50,5894,5894,0,-0.399999999999636,0,0
22,1038,-1,-1,5893.6,0,0,2,0,0,0,0,5308,5308,0,585.6,0,0
23,0,-1,-1,5893.6,0,0,3,50,1038,14,50,5808,5808,0,85.6000000000004,0,0
24,0,-1,-1,5893.6,0,0,4,50,1038,37,50,5808,5808,0,85.6000000000004,0,0
25,0,-1,-1,5893.6,0,0,-1,50,1038,39,50,5808,5808,0,85.6000000000004,0,0
22,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5802,5802,0,91.6000000000004,0,0
23,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,41,50,5802,5802,0,91.6000000000004,0,0
24,0,-1,-1,5893.6,0,0,4,50,1794.7311021092,33,50,5802,5802,0,91.6000000000004,0,0
25,0,-1,-1,5893.6,0,0,5,50,1794.7311021092,34,50,5802,5802,0,91.6000000000004,0,0
26,0,-1,-1,5893.6,0,0,6,50,1794.7311021092,37,50,5802,5802,0,91.6000000000004,0,0
27,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,39,50,5802,5802,0,91.6000000000004,0,0
22,1038,-1,-1,5893.6,0,0,2,0,0,0,0,5302,5302,0,591.6,0,0
23,0,-1,-1,5893.6,0,0,3,50,1038,34,50,5302,5302,0,591.6,0,0
24,0,-1,-1,5893.6,0,0,4,50,1038,37,50,5302,5302,0,591.6,0,0
25,0,-1,-1,5893.6,0,0,5,50,1038,39,50,5302,5302,0,591.6,0,0
26,0,-1,-1,5893.6,0,0,-1,50,1038,33,50,5894,5894,0,-0.399999999999636,0,0
22,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,4845,4845,0,1048.6,0,0
23,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,14,50,5887,5887,0,6.60000000000036,0,0
24,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,39,50,5887,5887,0,6.60000000000036,0,0
22,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5894,5894,0,-0.399999999999636,0,0
23,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,34,50,5894,5894,0,-0.399999999999636,0,0
24,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,37,50,5894,5894,0,-0.399999999999636,0,0
22,1038,-1,-1,5893.6,0,0,2,0,0,0,0,5338,5338,0,555.6,0,0
23,0,-1,-1,5893.6,0,0,3,50,1038,41,50,5338,5338,0,555.6,0,0
24,0,-1,-1,5893.6,0,0,-1,50,1038,14,50,5492,5492,0,401.6,0,0
22,980.394861224498,-1,-1,5893.6,0,0,2,0,0,0,0,5887,5887,0,6.60000000000036,0,0
23,0,-1,-1,5893.6,0,0,-1,50,980.394861224498,39,50,5887,5887,0,6.60000000000036,0,0
22,1038,-1,-1,5893.6,0,0,2,0,0,0,0,5739,5739,0,154.6,0,0
23,0,-1,-1,5893.6,0,0,3,50,1038,34,50,5739,5739,0,154.6,0,0
24,0,-1,-1,5893.6,0,0,4,50,1038,39,50,5739,5739,0,154.6,0,0
25,0,-1,-1,5893.6,0,0,-1,50,1038,14,50,5894,5894,0,-0.399999999999636,0,0
22,1038,-1,-1,5893.6,0,0,2,0,0,0,0,5894,5894,0,-0.399999999999636,0,0
23,0,-1,-1,5893.6,0,0,3,50,1038,34,50,5894,5894,0,-0.399999999999636,0,0
24,0,-1,-1,5893.6,0,0,4,50,1038,37,50,5894,5894,0,-0.399999999999636,0,0
25,0,-1,-1,5893.6,0,0,-1,50,1038,39,50,5894,5894,0,-0.399999999999636,0,0
22,980.394861224498,-1,-1,5893.6,0,0,2,0,0,0,0,5894,5894,0,-0.399999999999636,0,0
23,0,-1,-1,5893.6,0,0,3,50,980.394861224498,34,50,5894,5894,0,-0.399999999999636,0,0
24,0,-1,-1,5893.6,0,0,4,50,980.394861224498,37,50,5894,5894,0,-0.399999999999636,0,0
25,0,-1,-1,5893.6,0,0,5,50,980.394861224498,40,100,5894,5894,0,-0.399999999999636,0,0
26,0,-1,-1,5893.6,0,0,-1,50,980.394861224498,41,50,5894,5894,0,-0.399999999999636,0,0
22,1038,-1,-1,5893.6,0,0,2,0,0,0,0,5172,5172,0,721.6,0,0
23,0,-1,-1,5893.6,0,0,3,50,1038,37,50,5172,5172,0,721.6,0,0
24,0,-1,-1,5893.6,0,0,-1,50,1038,6,200,5505,5505,0,388.6,0,0
22,1038,-1,-1,5893.6,0,0,2,0,0,0,0,5184,5184,0,709.6,0,0
23,0,-1,-1,5893.6,0,0,-1,50,1038,34,50,5184,5184,0,709.6,0,0
22,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5894,5894,0,-0.399999999999636,0,0
23,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,34,50,5894,5894,0,-0.399999999999636,0,0
24,0,-1,-1,5893.6,0,0,4,50,1794.7311021092,39,50,5894,5894,0,-0.399999999999636,0,0
25,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,41,50,5894,5894,0,-0.399999999999636,0,0
22,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5268,5268,0,625.6,0,0
23,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,39,50,5268,5268,0,625.6,0,0
24,0,-1,-1,5893.6,0,0,4,50,1794.7311021092,20,50,5271,5271,0,622.6,0,0
25,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,41,50,5813,5813,0,80.6000000000004,0,0
22,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5033,5033,0,860.6,0,0
23,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,33,50,5033,5033,0,860.6,0,0
24,0,-1,-1,5893.6,0,0,4,50,1794.7311021092,34,50,5033,5033,0,860.6,0,0
25,0,-1,-1,5893.6,0,0,5,50,1794.7311021092,41,50,5033,5033,0,860.6,0,0
26,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,5,800,5894,5894,0,-0.399999999999636,0,0
22,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5802,5802,0,91.6000000000004,0,0
23,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,39,50,5802,5802,0,91.6000000000004,0,0
24,0,-1,-1,5893.6,0,0,4,50,1794.7311021092,40,100,5802,5802,0,91.6000000000004,0,0
25,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,41,50,5802,5802,0,91.6000000000004,0,0
22,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5240,5240,0,653.6,0,0
23,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,14,50,5250,5250,0,643.6,0,0
24,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,6,200,5590,5590,0,303.6,0,0
22,1038,-1,-1,5893.6,0,0,2,0,0,0,0,5590,5590,0,303.6,0,0
