Total Line Failures,Maximum failed line capacity,Load shed from previous step,Difference in Load Shed,Load,Free Space 1,Free Space 2,Steady State,Capacity of Failed Ones,Capacity of Failed Ones 2,Failed Line Index,Capacity of Failed One,Time of Failure Event,Accumulation of Failed Capacities,Free Space 3,Demand-Loadshed Difference,Free Space 4,Generation
11,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,4936,4936,0,957.6,0,0
12,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,33,50,4936,4936,0,957.6,0,0
13,0,-1,-1,5893.6,0,0,4,50,1794.7311021092,37,50,4936,4936,0,957.6,0,0
14,0,-1,-1,5893.6,0,0,5,50,1794.7311021092,14,50,5616,5616,0,277.6,0,0
15,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,41,50,5894,5894,0,-0.399999999999636,0,0
11,980.394861224498,-1,-1,5893.6,0,0,2,0,0,0,0,4777,4777,0,1116.6,0,0
12,0,-1,-1,5893.6,0,0,3,50,980.394861224498,33,50,4781,4781,0,1112.6,0,0
13,0,-1,-1,5893.6,0,0,4,50,980.394861224498,20,50,4779,4779,0,1114.6,0,0
14,0,-1,-1,5893.6,0,0,5,50,980.394861224498,14,50,4783,4783,0,1110.6,0,0
15,0,-1,-1,5893.6,0,0,6,50,980.394861224498,37,50,5894,5894,0,-0.399999999999636,0,0
16,0,-1,-1,5893.6,0,0,-1,50,980.394861224498,40,100,5894,5894,0,-0.399999999999636,0,0
11,961.18498999877,-1,-1,5893.6,0,0,2,0,0,0,0,4753,4753,0,1140.6,0,0
12,0,-1,-1,5893.6,0,0,3,50,961.18498999877,14,50,5802,5802,0,91.6000000000004,0,0
13,0,-1,-1,5893.6,0,0,4,50,961.18498999877,34,50,5802,5802,0,91.6000000000004,0,0
14,0,-1,-1,5893.6,0,0,5,50,961.18498999877,37,50,5802,5802,0,91.6000000000004,0,0
15,0,-1,-1,5893.6,0,0,-1,50,961.18498999877,41,50,5802,5802,0,91.6000000000004,0,0
11,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,4779,4779,0,1114.6,0,0
12,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,34,50,4779,4779,0,1114.6,0,0
13,0,-1,-1,5893.6,0,0,4,50,1794.7311021092,14,50,4782,4782,0,1111.6,0,0
14,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,20,50,5894,5894,0,-0.399999999999636,0,0
11,980.394861224498,-1,-1,5893.6,0,0,2,0,0,0,0,4845,4845,0,1048.6,0,0
12,0,-1,-1,5893.6,0,0,3,50,980.394861224498,37,50,4845,4845,0,1048.6,0,0
13,0,-1,-1,5893.6,0,0,4,50,980.394861224498,33,50,4845,4845,0,1048.6,0,0
14,0,-1,-1,5893.6,0,0,5,50,980.394861224498,34,50,4845,4845,0,1048.6,0,0
15,0,-1,-1,5893.6,0,0,6,50,980.394861224498,41,50,5388,5388,0,505.6,0,0
16,0,-1,-1,5893.6,0,0,7,50,980.394861224498,14,50,5389,5389,0,504.6,0,0
17,0,-1,-1,5893.6,0,0,-1,50,980.394861224498,20,50,5894,5894,0,-0.399999999999636,0,0
11,942.472631828995,-1,-1,5893.6,0,0,2,0,0,0,0,4754,4754,0,1139.6,0,0
12,0,-1,-1,5893.6,0,0,3,50,942.472631828995,14,50,4752,4752,0,1141.6,0,0
13,0,-1,-1,5893.6,0,0,4,50,942.472631828995,41,50,4782,4782,0,1111.6,0,0
14,0,-1,-1,5893.6,0,0,-1,50,942.472631828995,37,50,5894,5894,0,-0.399999999999636,0,0
11,1794.7311021092,-1,-1,5893.6,0,0,-1,0,0,0,0,5813,5813,0,80.6000000000004,0,0
11,980.394861224498,-1,-1,5893.6,0,0,2,0,0,0,0,5894,5894,0,-0.399999999999636,0,0
12,0,-1,-1,5893.6,0,0,-1,50,980.394861224498,34,50,5894,5894,0,-0.399999999999636,0,0
11,961.18498999877,-1,-1,5893.6,0,0,2,0,0,0,0,4750,4750,0,1143.6,0,0
12,0,-1,-1,5893.6,0,0,3,50,961.18498999877,34,50,4750,4750,0,1143.6,0,0
13,0,-1,-1,5893.6,0,0,4,50,961.18498999877,33,50,4753,4753,0,1140.6,0,0
14,0,-1,-1,5893.6,0,0,5,50,961.18498999877,14,50,4776,4776,0,1117.6,0,0
15,0,-1,-1,5893.6,0,0,6,50,961.18498999877,40,100,5802,5802,0,91.6000000000004,0,0
16,0,-1,-1,5893.6,0,0,-1,50,961.18498999877,37,50,5802,5802,0,91.6000000000004,0,0
11,1038,-1,-1,5893.6,0,0,2,0,0,0,0,4931,4931,0,962.6,0,0
12,0,-1,-1,5893.6,0,0,3,50,1038,33,50,4933,4933,0,960.6,0,0
13,0,-1,-1,5893.6,0,0,4,50,1038,34,50,4936,4936,0,957.6,0,0
14,0,-1,-1,5893.6,0,0,5,50,1038,20,50,4937,4937,0,956.6,0,0
15,0,-1,-1,5893.6,0,0,-1,50,1038,37,50,5894,5894,0,-0.399999999999636,0,0
11,804.850243636003,-1,-1,5893.6,0,0,2,0,0,0,0,5287,5287,0,606.6,0,0
12,0,-1,-1,5893.6,0,0,3,50,804.850243636003,14,50,5282,5282,0,611.6,0,0
13,0,-1,-1,5893.6,0,0,-1,50,804.850243636003,39,50,5894,5894,0,-0.399999999999636,0,0
11,980.394861224498,-1,-1,5893.6,0,0,2,0,0,0,0,4686,4686,0,1207.6,0,0
12,0,-1,-1,5893.6,0,0,3,50,980.394861224498,37,50,4686,4686,0,1207.6,0,0
13,0,-1,-1,5893.6,0,0,4,50,980.394861224498,39,50,4686,4686,0,1207.6,0,0
14,0,-1,-1,5893.6,0,0,5,50,980.394861224498,6,200,4685,4685,0,1208.6,0,0
15,0,-1,-1,5893.6,0,0,6,50,980.394861224498,14,50,4690,4690,0,1203.6,0,0
16,0,-1,-1,5893.6,0,0,7,50,980.394861224498,20,50,5590,5590,0,303.6,0,0
17,0,-1,-1,5893.6,0,0,-1,50,980.394861224498,41,50,5590,5590,0,303.6,0,0
11,961.18498999877,-1,-1,5893.6,0,0,2,0,0,0,0,4780,4780,0,1113.6,0,0
12,0,-1,-1,5893.6,0,0,3,50,961.18498999877,33,50,4782,4782,0,1111.6,0,0
13,0,-1,-1,5893.6,0,0,4,50,961.18498999877,41,50,4782,4782,0,1111.6,0,0
14,0,-1,-1,5893.6,0,0,5,50,961.18498999877,39,50,5389,5389,0,504.6,0,0
15,0,-1,-1,5893.6,0,0,-1,50,961.18498999877,20,50,5894,5894,0,-0.399999999999636,0,0
11,961.18498999877,-1,-1,5893.6,0,0,2,0,0,0,0,4724,4724,0,1169.6,0,0
12,0,-1,-1,5893.6,0,0,3,50,961.18498999877,34,50,4724,4724,0,1169.6,0,0
13,0,-1,-1,5893.6,0,0,4,50,961.18498999877,14,50,4779,4779,0,1114.6,0,0
14,0,-1,-1,5893.6,0,0,5,50,961.18498999877,41,50,4783,4783,0,1110.6,0,0
15,0,-1,-1,5893.6,0,0,-1,50,961.18498999877,20,50,5894,5894,0,-0.399999999999636,0,0
11,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,4774,4774,0,1119.6,0,0
12,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,41,50,4782,4782,0,1111.6,0,0
13,0,-1,-1,5893.6,0,0,4,50,1794.7311021092,37,50,4780,4780,0,1113.6,0,0
14,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,20,50,5894,5894,0,-0.399999999999636,0,0
11,961.18498999877,-1,-1,5893.6,0,0,2,0,0,0,0,4758,4758,0,1135.6,0,0
12,0,-1,-1,5893.6,0,0,3,50,961.18498999877,20,50,4781,4781,0,1112.6,0,0
13,0,-1,-1,5893.6,0,0,4,50,961.18498999877,33,50,4783,4783,0,1110.6,0,0
14,0,-1,-1,5893.6,0,0,-1,50,961.18498999877,14,50,5894,5894,0,-0.399999999999636,0,0
11,1038,-1,-1,5893.6,0,0,2,0,0,0,0,4845,4845,0,1048.6,0,0
12,0,-1,-1,5893.6,0,0,3,50,1038,14,50,4846,4846,0,1047.6,0,0
