Total Line Failures,Maximum failed line capacity,Load shed from previous step,Difference in Load Shed,Load,Free Space 1,Free Space 2,Steady State,Capacity of Failed Ones,Capacity of Failed Ones 2,Failed Line Index,Capacity of Failed One,Time of Failure Event,Accumulation of Failed Capacities,Free Space 3,Demand-Loadshed Difference,Free Space 4,Generation
25,961.184989998766,-1,-1,5893.6,0,0,2,0,0,0,0,5894,5894,0,-0.399999999999636,0,0
26,0,-1,-1,5893.6,0,0,3,50,961.184989998766,33,50,5894,5894,0,-0.399999999999636,0,0
27,0,-1,-1,5893.6,0,0,-1,50,961.184989998766,34,50,5894,5894,0,-0.399999999999636,0,0
25,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5894,5894,0,-0.399999999999636,0,0
26,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,34,50,5894,5894,0,-0.399999999999636,0,0
27,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,39,50,5894,5894,0,-0.399999999999636,0,0
25,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5894,5894,0,-0.399999999999636,0,0
26,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,37,50,5894,5894,0,-0.399999999999636,0,0
25,980.394861224498,-1,-1,5893.6,0,0,2,0,0,0,0,5894,5894,0,-0.399999999999636,0,0
26,0,-1,-1,5893.6,0,0,-1,50,980.394861224498,39,50,5894,5894,0,-0.399999999999636,0,0
25,961.18498999877,-1,-1,5893.6,0,0,2,0,0,0,0,5658,5658,0,235.6,0,0
26,0,-1,-1,5893.6,0,0,3,50,961.18498999877,34,50,5658,5658,0,235.6,0,0
27,0,-1,-1,5893.6,0,0,4,50,961.18498999877,14,50,5813,5813,0,80.6000000000004,0,0
28,0,-1,-1,5893.6,0,0,-1,50,961.18498999877,41,50,5813,5813,0,80.6000000000004,0,0
25,980.394861224498,-1,-1,5893.6,0,0,2,0,0,0,0,5310,5310,0,583.6,0,0
26,0,-1,-1,5893.6,0,0,3,50,980.394861224498,14,50,5810,5810,0,83.6000000000004,0,0
27,0,-1,-1,5893.6,0,0,4,50,980.394861224498,34,50,5810,5810,0,83.6000000000004,0,0
28,0,-1,-1,5893.6,0,0,-1,50,980.394861224498,37,50,5810,5810,0,83.6000000000004,0,0
25,1038,-1,-1,5893.6,0,0,2,0,0,0,0,5233,5233,0,660.6,0,0
26,0,-1,-1,5893.6,0,0,3,50,1038,39,50,5233,5233,0,660.6,0,0
27,0,-1,-1,5893.6,0,0,-1,50,1038,41,50,5233,5233,0,660.6,0,0
25,980.394861224498,-1,-1,5893.6,0,0,2,0,0,0,0,5152,5152,0,741.6,0,0
26,0,-1,-1,5893.6,0,0,3,50,980.394861224498,34,50,5152,5152,0,741.6,0,0
27,0,-1,-1,5893.6,0,0,4,50,980.394861224498,6,200,5492,5492,0,401.6,0,0
28,0,-1,-1,5893.6,0,0,-1,50,980.394861224498,40,100,5492,5492,0,401.6,0,0
25,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5813,5813,0,80.6000000000004,0,0
26,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,33,50,5813,5813,0,80.6000000000004,0,0
25,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5796,5796,0,97.6000000000004,0,0
26,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,34,50,5796,5796,0,97.6000000000004,0,0
25,980.394861224498,-1,-1,5893.6,0,0,2,0,0,0,0,5250,5250,0,643.6,0,0
26,0,-1,-1,5893.6,0,0,3,50,980.394861224498,34,50,5250,5250,0,643.6,0,0
27,0,-1,-1,5893.6,0,0,4,50,980.394861224498,41,50,5250,5250,0,643.6,0,0
28,0,-1,-1,5893.6,0,0,-1,50,980.394861224498,6,200,5590,5590,0,303.6,0,0
25,980.394861224498,-1,-1,5893.6,0,0,-1,0,0,0,0,5802,5802,0,91.6000000000004,0,0
25,980.394861224498,-1,-1,5893.6,0,0,2,0,0,0,0,5894,5894,0,-0.399999999999636,0,0
26,0,-1,-1,5893.6,0,0,3,50,980.394861224498,33,50,5894,5894,0,-0.399999999999636,0,0
27,0,-1,-1,5893.6,0,0,4,50,980.394861224498,39,50,5894,5894,0,-0.399999999999636,0,0
28,0,-1,-1,5893.6,0,0,-1,50,980.394861224498,41,50,5894,5894,0,-0.399999999999636,0,0
25,1038,-1,-1,5893.6,0,0,2,0,0,0,0,5894,5894,0,-0.399999999999636,0,0
26,0,-1,-1,5893.6,0,0,3,50,1038,34,50,5894,5894,0,-0.399999999999636,0,0
27,0,-1,-1,5893.6,0,0,-1,50,1038,41,50,5894,5894,0,-0.399999999999636,0,0
25,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5894,5894,0,-0.399999999999636,0,0
26,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,34,50,5894,5894,0,-0.399999999999636,0,0
27,0,-1,-1,5893.6,0,0,4,50,1794.7311021092,40,100,5894,5894,0,-0.399999999999636,0,0
28,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,41,50,5894,5894,0,-0.399999999999636,0,0
25,980.394861224498,-1,-1,5893.6,0,0,2,0,0,0,0,5894,5894,0,-0.399999999999636,0,0
26,0,-1,-1,5893.6,0,0,-1,50,980.394861224498,39,50,5894,5894,0,-0.399999999999636,0,0
25,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,4978,4978,0,915.6,0,0
26,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,39,50,4978,4978,0,915.6,0,0
27,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,41,50,4978,4978,0,915.6,0,0
25,1038,-1,-1,5893.6,0,0,2,0,0,0,0,5808,5808,0,85.6000000000004,0,0
26,0,-1,-1,5893.6,0,0,3,50,1038,34,50,5808,5808,0,85.6000000000004,0,0
27,0,-1,-1,5893.6,0,0,4,50,1038,37,50,5808,5808,0,85.6000000000004,0,0
28,0,-1,-1,5893.6,0,0,-1,50,1038,39,50,5808,5808,0,85.6000000000004,0,0
25,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5169,5169,0,724.6,0,0
26,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,34,50,5169,5169,0,724.6,0,0
27,0,-1,-1,5893.6,0,0,4,50,1794.7311021092,41,50,5169,5169,0,724.6,0,0
28,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,6,200,5510,5510,0,383.6,0,0
25,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5894,5894,0,-0.399999999999636,0,0
26,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,39,50,5894,5894,0,-0.399999999999636,0,0
25,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5507,5507,0,386.6,0,0
26,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,37,50,5507,5507,0,386.6,0,0
27,0,-1,-1,5893.6,0,0,4,50,1794.7311021092,39,50,5507,5507,0,386.6,0,0
28,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,5,800,5894,5894,0,-0.399999999999636,0,0
25,980.394861224498,-1,-1,5893.6,0,0,2,0,0,0,0,5808,5808,0,85.6000000000004,0,0
26,0,-1,-1,5893.6,0,0,3,50,980.394861224498,39,50,5808,5808,0,85.6000000000004,0,0
27,0,-1,-1,5893.6,0,0,-1,50,980.394861224498,41,50,5808,5808,0,85.6000000000004,0,0
25,1038,-1,-1,5893.6,0,0,2,0,0,0,0,5215,5215,0,678.6,0,0
26,0,-1,-1,5893.6,0,0,3,50,1038,39,50,5215,5215,0,678.6,0,0
27,0,-1,-1,5893.6,0,0,-1,50,1038,6,200,5492,5492,0,401.6,0,0
25,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5304,5304,0,589.6,0,0
26,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,37,50,5304,5304,0,589.6,0,0
27,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,39,50,5304,5304,0,589.6,0,0
25,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5802,5802,0,91.6000000000004,0,0
26,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,34,50,5802,5802,0,91.6000000000004,0,0
25,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5894,5894,0,-0.399999999999636,0,0
26,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,33,50,5894,5894,0,-0.399999999999636,0,0
27,0,-1,-1,5893.6,0,0,4,50,1794.7311021092,37,50,5894,5894,0,-0.399999999999636,0,0
28,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,41,50,5894,5894,0,-0.399999999999636,0,0
25,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5091,5091,0,802.6,0,0
26,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,14,50,5590,5590,0,303.6,0,0
27,0,-1,-1,5893.6,0,0,4,50,1794.7311021092,33,50,5590,5590,0,303.6,0,0
28,0,-1,-1,5893.6,0,0,5,50,1794.7311021092,40,100,5590,5590,0,303.6,0,0
29,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,41,50,5590,5590,0,303.6,0,0
25,980.394861224498,-1,-1,5893.6,0,0,2,0,0,0,0,5563,5563,0,330.6,0,0
26,0,-1,-1,5893.6,0,0,3,50,980.394861224498,20,50,5894,5894,0,-0.399999999999636,0,0
27,0,-1,-1,5893.6,0,0,-1,50,980.394861224498,34,50,5894,5894,0,-0.399999999999636,0,0
25,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5894,5894,0,-0.399999999999636,0,0
26,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,34,50,5894,5894,0,-0.399999999999636,0,0
27,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,39,50,5894,5894,0,-0.399999999999636,0,0
25,961.184989998766,-1,-1,5893.6,0,0,2,0,0,0,0,5894,5894,0,-0.399999999999636,0,0
26,0,-1,-1,5893.6,0,0,3,50,961.184989998766,34,50,5894,5894,0,-0.399999999999636,0,0
27,0,-1,-1,5893.6,0,0,-1,50,961.184989998766,37,50,5894,5894,0,-0.399999999999636,0,0
25,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5894,5894,0,-0.399999999999636,0,0
26,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,33,50,5894,5894,0,-0.399999999999636,0,0
27,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,39,50,5894,5894,0,-0.399999999999636,0,0
25,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5170,5170,0,723.6,0,0
26,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,6,200,5510,5510,0,383.6,0,0
25,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5894,5894,0,-0.399999999999636,0,0
26,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,34,50,5894,5894,0,-0.399999999999636,0,0
