Total Line Failures,Maximum failed line capacity,Load shed from previous step,Difference in Load Shed,Load,Free Space 1,Free Space 2,Steady State,Capacity of Failed Ones,Capacity of Failed Ones 2,Failed Line Index,Capacity of Failed One,Time of Failure Event,Accumulation of Failed Capacities,Free Space 3,Demand-Loadshed Difference,Free Space 4,Generation
14,814.336240884698,-1,-1,5893.6,0,0,2,0,0,0,0,4677,4677,0,1216.6,0,0
15,0,-1,-1,5893.6,0,0,3,50,814.336240884698,37,50,4677,4677,0,1216.6,0,0
16,0,-1,-1,5893.6,0,0,4,50,814.336240884698,20,50,5510,5510,0,383.6,0,0
17,0,-1,-1,5893.6,0,0,-1,50,814.336240884698,41,50,5510,5510,0,383.6,0,0
14,961.18498999877,-1,-1,5893.6,0,0,2,0,0,0,0,5213,5213,0,680.6,0,0
15,0,-1,-1,5893.6,0,0,3,50,961.18498999877,34,50,5213,5213,0,680.6,0,0
16,0,-1,-1,5893.6,0,0,4,50,961.18498999877,41,50,5207,5207,0,686.6,0,0
17,0,-1,-1,5893.6,0,0,5,50,961.18498999877,20,50,5274,5274,0,619.6,0,0
18,0,-1,-1,5893.6,0,0,6,50,961.18498999877,6,200,5274,5274,0,619.6,0,0
19,0,-1,-1,5893.6,0,0,7,50,961.18498999877,40,100,5492,5492,0,401.6,0,0
20,0,-1,-1,5893.6,0,0,-1,50,961.18498999877,5,800,5894,5894,0,-0.399999999999636,0,0
14,814.336240884698,-1,-1,5893.6,0,0,2,0,0,0,0,5345,5345,0,548.6,0,0
15,0,-1,-1,5893.6,0,0,3,50,814.336240884698,33,50,5345,5345,0,548.6,0,0
16,0,-1,-1,5893.6,0,0,4,50,814.336240884698,14,50,5887,5887,0,6.60000000000036,0,0
17,0,-1,-1,5893.6,0,0,-1,50,814.336240884698,39,50,5887,5887,0,6.60000000000036,0,0
14,980.394861224498,-1,-1,5893.6,0,0,2,0,0,0,0,4928,4928,0,965.6,0,0
15,0,-1,-1,5893.6,0,0,3,50,980.394861224498,33,50,4928,4928,0,965.6,0,0
16,0,-1,-1,5893.6,0,0,4,50,980.394861224498,34,50,4928,4928,0,965.6,0,0
17,0,-1,-1,5893.6,0,0,5,50,980.394861224498,14,50,4936,4936,0,957.6,0,0
18,0,-1,-1,5893.6,0,0,6,50,980.394861224498,41,50,4937,4937,0,956.6,0,0
19,0,-1,-1,5893.6,0,0,-1,50,980.394861224498,40,100,5894,5894,0,-0.399999999999636,0,0
14,980.394861224498,-1,-1,5893.6,0,0,2,0,0,0,0,5894,5894,0,-0.399999999999636,0,0
15,0,-1,-1,5893.6,0,0,3,50,980.394861224498,37,50,5894,5894,0,-0.399999999999636,0,0
16,0,-1,-1,5893.6,0,0,-1,50,980.394861224498,39,50,5894,5894,0,-0.399999999999636,0,0
14,961.18498999877,-1,-1,5893.6,0,0,2,0,0,0,0,5894,5894,0,-0.399999999999636,0,0
15,0,-1,-1,5893.6,0,0,-1,50,961.18498999877,34,50,5894,5894,0,-0.399999999999636,0,0
14,980.394861224498,-1,-1,5893.6,0,0,2,0,0,0,0,4937,4937,0,956.6,0,0
15,0,-1,-1,5893.6,0,0,3,50,980.394861224498,37,50,4938,4938,0,955.6,0,0
16,0,-1,-1,5893.6,0,0,4,50,980.394861224498,20,50,5894,5894,0,-0.399999999999636,0,0
17,0,-1,-1,5893.6,0,0,-1,50,980.394861224498,40,100,5894,5894,0,-0.399999999999636,0,0
14,980.394861224498,-1,-1,5893.6,0,0,2,0,0,0,0,5802,5802,0,91.6000000000004,0,0
15,0,-1,-1,5893.6,0,0,3,50,980.394861224498,33,50,5802,5802,0,91.6000000000004,0,0
16,0,-1,-1,5893.6,0,0,-1,50,980.394861224498,34,50,5802,5802,0,91.6000000000004,0,0
14,980.394861224498,-1,-1,5893.6,0,0,2,0,0,0,0,5390,5390,0,503.6,0,0
15,0,-1,-1,5893.6,0,0,3,50,980.394861224498,37,50,5390,5390,0,503.6,0,0
16,0,-1,-1,5893.6,0,0,4,50,980.394861224498,34,50,5390,5390,0,503.6,0,0
17,0,-1,-1,5893.6,0,0,5,50,980.394861224498,20,50,5395,5395,0,498.6,0,0
18,0,-1,-1,5893.6,0,0,6,50,980.394861224498,14,50,5894,5894,0,-0.399999999999636,0,0
19,0,-1,-1,5893.6,0,0,-1,50,980.394861224498,41,50,5894,5894,0,-0.399999999999636,0,0
14,1794.7311021092,-1,-1,5893.6,0,0,-1,0,0,0,0,5894,5894,0,-0.399999999999636,0,0
14,814.336240884699,-1,-1,5893.6,0,0,2,0,0,0,0,4922,4922,0,971.6,0,0
15,0,-1,-1,5893.6,0,0,3,50,814.336240884699,33,50,4921,4921,0,972.6,0,0
16,0,-1,-1,5893.6,0,0,-1,50,814.336240884699,41,50,5813,5813,0,80.6000000000004,0,0
14,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,4836,4836,0,1057.6,0,0
15,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,37,50,5166,5166,0,727.6,0,0
16,0,-1,-1,5893.6,0,0,4,50,1794.7311021092,14,50,5665,5665,0,228.6,0,0
17,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,5,800,5887,5887,0,6.60000000000036,0,0
