Total Line Failures,Maximum failed line capacity,Load shed from previous step,Difference in Load Shed,Load,Free Space 1,Free Space 2,Steady State,Capacity of Failed Ones,Capacity of Failed Ones 2,Failed Line Index,Capacity of Failed One,Time of Failure Event,Accumulation of Failed Capacities,Free Space 3,Demand-Loadshed Difference,Free Space 4,Generation
16,980.394861224498,-1,-1,5893.6,0,0,2,0,0,0,0,4991,4991,0,902.6,0,0
17,0,-1,-1,5893.6,0,0,3,50,980.394861224498,39,50,4991,4991,0,902.6,0,0
18,0,-1,-1,5893.6,0,0,4,50,980.394861224498,21,50,5894,5894,0,-0.399999999999636,0,0
19,0,-1,-1,5893.6,0,0,5,50,980.394861224498,33,50,5894,5894,0,-0.399999999999636,0,0
20,0,-1,-1,5893.6,0,0,-1,50,980.394861224498,34,50,5894,5894,0,-0.399999999999636,0,0
16,980.394861224498,-1,-1,5893.6,0,0,2,0,0,0,0,5323,5323,0,570.6,0,0
17,0,-1,-1,5893.6,0,0,-1,50,980.394861224498,14,50,5894,5894,0,-0.399999999999636,0,0
16,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5132,5132,0,761.6,0,0
17,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,33,50,5894,5894,0,-0.399999999999636,0,0
18,0,-1,-1,5893.6,0,0,4,50,1794.7311021092,40,100,5894,5894,0,-0.399999999999636,0,0
19,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,41,50,5894,5894,0,-0.399999999999636,0,0
16,1794.7311021092,-1,-1,5893.6,0,0,-1,0,0,0,0,5894,5894,0,-0.399999999999636,0,0
16,980.394861224498,-1,-1,5893.6,0,0,2,0,0,0,0,5110,5110,0,783.6,0,0
17,0,-1,-1,5893.6,0,0,3,50,980.394861224498,41,50,5387,5387,0,506.6,0,0
18,0,-1,-1,5893.6,0,0,4,50,980.394861224498,39,50,5387,5387,0,506.6,0,0
19,0,-1,-1,5893.6,0,0,-1,50,980.394861224498,14,50,5894,5894,0,-0.399999999999636,0,0
16,942.472631828995,-1,-1,5893.6,0,0,2,0,0,0,0,5809,5809,0,84.6000000000004,0,0
17,0,-1,-1,5893.6,0,0,3,50,942.472631828995,37,50,5809,5809,0,84.6000000000004,0,0
18,0,-1,-1,5893.6,0,0,4,50,942.472631828995,34,50,5809,5809,0,84.6000000000004,0,0
19,0,-1,-1,5893.6,0,0,-1,50,942.472631828995,41,50,5816,5816,0,77.6000000000004,0,0
16,1038,-1,-1,5893.6,0,0,2,0,0,0,0,5894,5894,0,-0.399999999999636,0,0
17,0,-1,-1,5893.6,0,0,3,50,1038,33,50,5894,5894,0,-0.399999999999636,0,0
18,0,-1,-1,5893.6,0,0,-1,50,1038,34,50,5894,5894,0,-0.399999999999636,0,0
16,1038,-1,-1,5893.6,0,0,2,0,0,0,0,5887,5887,0,6.60000000000036,0,0
17,0,-1,-1,5893.6,0,0,3,50,1038,37,50,5887,5887,0,6.60000000000036,0,0
18,0,-1,-1,5893.6,0,0,-1,50,1038,34,50,5887,5887,0,6.60000000000036,0,0
16,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5162,5162,0,731.6,0,0
17,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,34,50,5162,5162,0,731.6,0,0
18,0,-1,-1,5893.6,0,0,4,50,1794.7311021092,37,50,5492,5492,0,401.6,0,0
19,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,41,50,5492,5492,0,401.6,0,0
16,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5739,5739,0,154.6,0,0
17,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,37,50,5739,5739,0,154.6,0,0
18,0,-1,-1,5893.6,0,0,4,50,1794.7311021092,39,50,5739,5739,0,154.6,0,0
19,0,-1,-1,5893.6,0,0,5,50,1794.7311021092,14,50,5739,5739,0,154.6,0,0
20,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,20,50,5894,5894,0,-0.399999999999636,0,0
16,1038,-1,-1,5893.6,0,0,2,0,0,0,0,4906,4906,0,987.6,0,0
17,0,-1,-1,5893.6,0,0,3,50,1038,14,50,5796,5796,0,97.6000000000004,0,0
18,0,-1,-1,5893.6,0,0,-1,50,1038,40,100,5796,5796,0,97.6000000000004,0,0
16,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5498,5498,0,395.6,0,0
17,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,33,50,5498,5498,0,395.6,0,0
18,0,-1,-1,5893.6,0,0,4,50,1794.7311021092,39,50,5498,5498,0,395.6,0,0
19,0,-1,-1,5893.6,0,0,5,50,1794.7311021092,41,50,5498,5498,0,395.6,0,0
20,0,-1,-1,5893.6,0,0,6,50,1794.7311021092,40,100,5498,5498,0,395.6,0,0
21,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,5,800,5894,5894,0,-0.399999999999636,0,0
16,980.394861224498,-1,-1,5893.6,0,0,2,0,0,0,0,5813,5813,0,80.6000000000004,0,0
17,0,-1,-1,5893.6,0,0,3,50,980.394861224498,39,50,5813,5813,0,80.6000000000004,0,0
18,0,-1,-1,5893.6,0,0,4,50,980.394861224498,33,50,5813,5813,0,80.6000000000004,0,0
19,0,-1,-1,5893.6,0,0,5,50,980.394861224498,34,50,5813,5813,0,80.6000000000004,0,0
20,0,-1,-1,5893.6,0,0,-1,50,980.394861224498,21,50,5813,5813,0,80.6000000000004,0,0
16,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,4783,4783,0,1110.6,0,0
17,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,20,50,5894,5894,0,-0.399999999999636,0,0
16,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,4764,4764,0,1129.6,0,0
17,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,14,50,4781,4781,0,1112.6,0,0
18,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,41,50,5894,5894,0,-0.399999999999636,0,0
16,1038,-1,-1,5893.6,0,0,2,0,0,0,0,4779,4779,0,1114.6,0,0
17,0,-1,-1,5893.6,0,0,3,50,1038,33,50,5324,5324,0,569.6,0,0
18,0,-1,-1,5893.6,0,0,-1,50,1038,14,50,5894,5894,0,-0.399999999999636,0,0
16,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,4926,4926,0,967.6,0,0
17,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,34,50,4926,4926,0,967.6,0,0
18,0,-1,-1,5893.6,0,0,4,50,1794.7311021092,33,50,4928,4928,0,965.6,0,0
19,0,-1,-1,5893.6,0,0,5,50,1794.7311021092,37,50,5535,5535,0,358.6,0,0
20,0,-1,-1,5893.6,0,0,6,50,1794.7311021092,40,100,5535,5535,0,358.6,0,0
21,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,41,50,5535,5535,0,358.6,0,0
16,980.394861224498,-1,-1,5893.6,0,0,2,0,0,0,0,4784,4784,0,1109.6,0,0
17,0,-1,-1,5893.6,0,0,3,50,980.394861224498,41,50,5894,5894,0,-0.399999999999636,0,0
18,0,-1,-1,5893.6,0,0,4,50,980.394861224498,34,50,5894,5894,0,-0.399999999999636,0,0
19,0,-1,-1,5893.6,0,0,5,50,980.394861224498,37,50,5894,5894,0,-0.399999999999636,0,0
20,0,-1,-1,5893.6,0,0,-1,50,980.394861224498,39,50,5894,5894,0,-0.399999999999636,0,0
16,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,4778,4778,0,1115.6,0,0
17,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,20,50,5894,5894,0,-0.399999999999636,0,0
18,0,-1,-1,5893.6,0,0,4,50,1794.7311021092,34,50,5894,5894,0,-0.399999999999636,0,0
19,0,-1,-1,5893.6,0,0,-1,50,1794.7311021092,37,50,5894,5894,0,-0.399999999999636,0,0
16,814.336240884699,-1,-1,5893.6,0,0,2,0,0,0,0,5161,5161,0,732.6,0,0
17,0,-1,-1,5893.6,0,0,3,50,814.336240884699,37,50,5161,5161,0,732.6,0,0
18,0,-1,-1,5893.6,0,0,4,50,814.336240884699,41,50,5226,5226,0,667.6,0,0
19,0,-1,-1,5893.6,0,0,-1,50,814.336240884699,6,200,5498,5498,0,395.6,0,0
16,1794.7311021092,-1,-1,5893.6,0,0,2,0,0,0,0,5590,5590,0,303.6,0,0
17,0,-1,-1,5893.6,0,0,3,50,1794.7311021092,33,50,5590,5590,0,303.6,0,0
